Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,1,62.7,155,Unhealthy,64,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,2,72.8,160,Unhealthy,83,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,3,115.4,182,Unhealthy,158,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,4,123.7,186,Unhealthy,132,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,5,118.8,184,Unhealthy,114,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,6,97.4,173,Unhealthy,76,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,7,83.7,166,Unhealthy,70,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,8,82.3,165,Unhealthy,81,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,9,73.6,160,Unhealthy,65,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,10,61.3,154,Unhealthy,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,11,55.6,151,Unhealthy,50,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,12,55.8,151,Unhealthy,56,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,13,52.4,143,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,14,49.2,135,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,15,47.5,131,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,16,48.2,132,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,17,48.7,134,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,18,56.1,151,Unhealthy,66,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,19,84.1,166,Unhealthy,111,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,20,89,168,Unhealthy,94,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,21,102,175,Unhealthy,115,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,22,112.5,180,Unhealthy,123,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2021,2021,1,1,23,126.2,188,Unhealthy,140,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,0,135.1,192,Unhealthy,144,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,1,154,204,Very Unhealthy,173,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,2,176,226,Very Unhealthy,198,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,3,171,221,Very Unhealthy,166,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,4,152,202,Very Unhealthy,133,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,5,178,228,Very Unhealthy,204,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,6,178,228,Very Unhealthy,178,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,7,151,201,Very Unhealthy,124,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,8,150.3,200,Unhealthy,146,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,9,150.1,200,Unhealthy,148,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,10,145,197,Unhealthy,137,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,11,133.8,191,Unhealthy,119,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,12,110.9,180,Unhealthy,91,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,13,98.9,173,Unhealthy,87,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2021,2021,1,2,14,89.4,169,Unhealthy,80,UG/M3,1 Hr,Valid
