Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,1,56.8,152,Unhealthy,56,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,2,54.4,148,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,3,63.7,155,Unhealthy,73,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,4,59.3,153,Unhealthy,55,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,5,59.3,153,Unhealthy,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,6,54,147,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,7,53.7,146,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,8,54.3,147,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,9,60.9,154,Unhealthy,73,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,10,60.4,154,Unhealthy,60,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,11,61.2,154,Unhealthy,63,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,12,60.9,154,Unhealthy,60,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,13,58.6,153,Unhealthy,54,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,14,55.4,150,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,15,49,134,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,16,52.8,144,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,17,56.7,152,Unhealthy,62,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,18,70.7,159,Unhealthy,84,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,19,74.8,161,Unhealthy,79,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,20,79.9,164,Unhealthy,85,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,21,79.9,164,Unhealthy,80,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,22,90.4,169,Unhealthy,101,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2020,2020,12,1,23,94.2,171,Unhealthy,98,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,0,91.6,170,Unhealthy,89,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,1,89.3,168,Unhealthy,87,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,2,105.1,177,Unhealthy,121,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,3,115.5,182,Unhealthy,126,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,4,110.8,180,Unhealthy,106,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,5,113.8,181,Unhealthy,122,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,6,92.9,170,Unhealthy,67,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,7,73.3,160,Unhealthy,55,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2020,2020,12,2,8,70.1,159,Unhealthy,67,UG/M3,1 Hr,Valid
