Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,1,109.8,179,Unhealthy,126,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,2,112.1,180,Unhealthy,117,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,3,110.5,179,Unhealthy,107,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,4,115.5,182,Unhealthy,126,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,5,120.8,185,Unhealthy,130,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,6,132.3,191,Unhealthy,146,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,7,132.7,191,Unhealthy,134,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,8,135.5,192,Unhealthy,141,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,9,126.4,188,Unhealthy,110,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,10,128.1,188,Unhealthy,132,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,11,122.5,186,Unhealthy,107,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,12,121.6,185,Unhealthy,119,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,13,119.7,184,Unhealthy,115,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,14,107.1,178,Unhealthy,90,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,15,93.5,171,Unhealthy,80,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,16,90.5,169,Unhealthy,87,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,17,87.5,168,Unhealthy,84,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,18,85.8,167,Unhealthy,83,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,19,99.3,174,Unhealthy,117,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,20,114.7,182,Unhealthy,137,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,21,127.2,188,Unhealthy,142,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,22,132.8,191,Unhealthy,140,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2020,2020,1,1,23,125,187,Unhealthy,115,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,0,119.7,184,Unhealthy,113,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,1,112.4,180,Unhealthy,103,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,2,95.1,171,Unhealthy,76,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,3,74.2,161,Unhealthy,55,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,4,61.1,154,Unhealthy,48,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,5,58,152,Unhealthy,55,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,6,54.5,148,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,7,53.7,146,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,8,55.8,151,Unhealthy,58,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,9,69.4,158,Unhealthy,83,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,10,77.2,162,Unhealthy,85,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,11,72,160,Unhealthy,67,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,12,69,158,Unhealthy,66,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,13,67.3,157,Unhealthy,65,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,14,73.2,160,Unhealthy,81,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,15,62.7,155,Unhealthy,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,16,55.5,151,Unhealthy,47,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,17,52.1,142,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,18,52.5,143,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,19,54.5,148,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,20,53.4,145,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,21,50.5,138,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,22,41,115,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2020,2020,1,2,23,35,99,Moderate,29,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/3/2020,2020,1,3,0,31.5,92,Moderate,28,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/3/2020,2020,1,3,1,32.7,94,Moderate,34,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/3/2020,2020,1,3,2,29.3,87,Moderate,26,UG/M3,1 Hr,Valid
