Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,1,110.4,179,Unhealthy,113,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,2,140,195,Unhealthy,169.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,3,121.1,185,Unhealthy,102.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,4,86.6,167,Unhealthy,52.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,5,59.2,153,Unhealthy,31.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,6,71.3,159,Unhealthy,83.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,7,54,147,Unhealthy for Sensitive Groups,36.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,8,43,119,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,9,37.5,106,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,10,35.1,99,Moderate,32.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,11,30.5,90,Moderate,26,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,12,28.3,85,Moderate,26.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,13,30.2,89,Moderate,32,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,14,31.9,93,Moderate,33.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,15,29.9,88,Moderate,27.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,16,28.4,85,Moderate,26.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,17,26.8,82,Moderate,25.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,18,30.1,89,Moderate,35,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,19,32,93,Moderate,36.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,20,40.5,113,Unhealthy for Sensitive Groups,48.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,21,48.5,133,Unhealthy for Sensitive Groups,56.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,22,54.8,149,Unhealthy for Sensitive Groups,61.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2017,2017,12,1,23,60.4,154,Unhealthy,65.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2017,2017,12,2,0,62.6,155,Unhealthy,64.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2017,2017,12,2,1,62.9,155,Unhealthy,63.1,UG/M3,1 Hr,Valid
