Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,1,70.3,159,Unhealthy,71,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,2,73.2,160,Unhealthy,77,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,3,81.4,164,Unhealthy,92,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,4,74.2,161,Unhealthy,64,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,5,73.4,160,Unhealthy,72,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,6,69.9,158,Unhealthy,64,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,7,67.3,157,Unhealthy,63,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,8,67.1,157,Unhealthy,67,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,9,70,158,Unhealthy,75,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,10,65,156,Unhealthy,57,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,11,63.8,155,Unhealthy,62,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,12,62,154,Unhealthy,59,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,13,59.5,153,Unhealthy,56,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,14,51.2,140,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,15,52.1,142,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,16,49.5,135,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,17,56.7,152,Unhealthy,67,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,18,65.5,156,Unhealthy,77,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,19,85.6,167,Unhealthy,104,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,20,88.3,168,Unhealthy,91,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,21,92.6,170,Unhealthy,97,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,22,97.3,173,Unhealthy,102,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/1/2023,2023,1,1,23,98.6,173,Unhealthy,100,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,1/2/2023,2023,1,2,0,116.8,183,Unhealthy,135,UG/M3,1 Hr,Valid
