Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,1,25.9,80,Moderate,29,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,2,17.4,62,Moderate,9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,3,24.7,77,Moderate,32,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,4,28.8,86,Moderate,33,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,5,27.9,84,Moderate,27,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,6,18.9,65,Moderate,10,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,7,13.4,54,Moderate,8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,8,13.2,53,Moderate,13,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,9,11.1,46,Good,9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,10,11.5,48,Good,12,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,11,10.7,45,Good,10,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,12,12.8,52,Moderate,15,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,13,20.4,68,Moderate,28,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,14,15.2,58,Moderate,10,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,15,14.6,56,Moderate,14,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,16,14.3,56,Moderate,14,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,17,19.6,67,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,18,21.3,70,Moderate,23,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,19,20.6,69,Moderate,20,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,20,19.8,67,Moderate,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,21,17.9,63,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,22,16.9,61,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2022,2022,12,1,23,18.9,65,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,0,28.4,85,Moderate,38,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,1,25.2,79,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,2,21.1,70,Moderate,17,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,3,14.5,56,Moderate,8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,4,13.7,54,Moderate,13,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,5,13.8,55,Moderate,14,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,6,12.9,53,Moderate,12,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,7,13.9,55,Moderate,15,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,8,13.4,54,Moderate,13,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,9,14.7,56,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,10,14.3,56,Moderate,14,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,11,16.1,59,Moderate,18,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,12,15,57,Moderate,14,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,13,15.5,58,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,14,15.2,58,Moderate,15,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,15,21.6,71,Moderate,28,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,16,20.8,69,Moderate,20,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,17,21.4,71,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,18,24.2,76,Moderate,27,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,19,31.1,91,Moderate,38,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,20,34.5,98,Moderate,38,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,21,32.2,93,Moderate,30,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,22,35.6,101,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2022,2022,12,2,23,37.3,105,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,0,39.1,110,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,1,45,124,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,2,35,99,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,3,30,89,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,4,27,82,Moderate,24,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,5,25.5,79,Moderate,24,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,6,23.2,74,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,7,21.1,70,Moderate,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,8,21.5,71,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,9,21.2,70,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,10,22.6,73,Moderate,24,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,11,23.8,76,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,12,25.4,79,Moderate,27,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,13,32.7,94,Moderate,40,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,14,35.3,100,Moderate,38,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,15,38.6,109,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,16,43.3,120,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,17,52.1,142,Unhealthy for Sensitive Groups,61,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,18,60,153,Unhealthy,68,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,19,66.5,157,Unhealthy,73,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,20,64.7,156,Unhealthy,63,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,21,68.3,158,Unhealthy,72,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,22,66.2,157,Unhealthy,64,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2022,2022,12,3,23,64.1,155,Unhealthy,62,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,0,67.9,157,Unhealthy,72,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,1,87.5,168,Unhealthy,107,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,2,68.2,158,Unhealthy,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,3,56.6,152,Unhealthy,45,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,4,46.8,129,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,5,37.9,107,Unhealthy for Sensitive Groups,29,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,6,29.4,87,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,7,26.7,82,Moderate,24,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,8,26.8,82,Moderate,27,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,9,23.9,76,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,10,22.9,74,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,11,23.9,76,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,12,23.9,76,Moderate,24,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,13,23.9,76,Moderate,24,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,14,22.9,74,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,15,23,74,Moderate,23,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,16,21.1,70,Moderate,18,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,17,20.9,70,Moderate,20,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,18,26.1,80,Moderate,33,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,19,25.6,79,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,20,27.1,83,Moderate,29,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,21,28.4,85,Moderate,30,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,22,24.1,76,Moderate,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2022,2022,12,4,23,21.3,70,Moderate,18,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,0,20.2,68,Moderate,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,1,17.9,63,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,2,14.4,56,Moderate,11,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,3,11.7,49,Good,9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,4,10.8,45,Good,10,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,5,12.9,53,Moderate,15,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,6,11.4,48,Good,10,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,7,10.2,43,Good,9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,8,10.6,44,Good,11,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,9,13.3,54,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,10,14.6,56,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,11,14.3,56,Moderate,14,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,12,14.9,57,Moderate,16,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,13,14.9,57,Moderate,15,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,14,13.6,54,Moderate,12,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,15,13.8,55,Moderate,14,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,16,16.3,60,Moderate,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,17,22.1,72,Moderate,28,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,18,29.1,87,Moderate,36,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,19,37,105,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,20,38,107,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,21,43.5,121,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,22,43.2,120,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2022,2022,12,5,23,51.6,141,Unhealthy for Sensitive Groups,60,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,0,52.3,142,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,1,61.6,154,Unhealthy,71,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,2,72.8,160,Unhealthy,84,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,3,96.9,172,Unhealthy,121,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,4,64.9,156,Unhealthy,33,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,5,49.4,135,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,6,40.7,114,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,7,35.8,102,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,8,34.4,98,Moderate,33,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,9,37.2,105,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,10,40.6,114,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,11,41.3,115,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,12,45.6,126,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,13,46.8,129,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,14,44.4,123,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,15,45.6,126,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2022,2022,12,6,16,46.9,129,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
