Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,1,71.5,159,Unhealthy,64,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,2,64.6,156,Unhealthy,57,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,3,66.4,157,Unhealthy,69,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,4,67.9,157,Unhealthy,70,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,5,67.5,157,Unhealthy,67,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,6,97.7,173,Unhealthy,128,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,7,88.3,168,Unhealthy,79,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,8,78.6,163,Unhealthy,69,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,9,72.8,160,Unhealthy,67,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,10,69.9,158,Unhealthy,67,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,11,66.4,157,Unhealthy,63,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,12,65.7,156,Unhealthy,65,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,13,70.3,159,Unhealthy,75,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,14,72.6,160,Unhealthy,75,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,15,75.3,161,Unhealthy,78,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,16,74.6,161,Unhealthy,74,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,17,71.8,159,Unhealthy,69,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,18,57,152,Unhealthy,41,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,19,50.9,139,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,20,47.1,130,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,21,35.7,101,Unhealthy for Sensitive Groups,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,22,30.3,89,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2019,2019,12,1,23,25.6,79,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,0,22.3,72,Moderate,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,1,19.6,67,Moderate,17,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,2,18.3,64,Moderate,17,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,3,20.1,68,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,4,19.5,67,Moderate,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,5,20.2,68,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,6,21.1,70,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,7,20.5,69,Moderate,20,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,8,20.6,69,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,9,20.7,69,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,10,22.5,73,Moderate,26,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,11,22,72,Moderate,21,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,12,22,72,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,13,23,74,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,14,22.5,73,Moderate,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,15,23.5,75,Moderate,26,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,16,23.8,76,Moderate,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,17,26.1,80,Moderate,30,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,18,32.3,93,Moderate,38,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,19,35.9,102,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,20,38.5,108,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,21,43.8,121,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,22,47.9,132,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2019,2019,12,2,23,49.9,136,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,0,56.4,151,Unhealthy,63,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,1,71.2,159,Unhealthy,86,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,2,64.6,156,Unhealthy,58,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,3,76.8,162,Unhealthy,89,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,4,60.4,154,Unhealthy,44,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,5,47.7,131,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,6,40.3,113,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,7,40.6,114,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2019,2019,12,3,8,39.3,110,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
