Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,1,85,2,28.4,61,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,2,84,2,27.8,32.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,3,85,2,28.2,26.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,4,85,2,28.4,22,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,5,80,2,25.7,23.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,6,70,2,21.3,16.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,7,63,2,17.7,14.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,8,64,2,18.3,19,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,9,66,2,19.1,20,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,10,66,2,19.1,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,11,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,12,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,13,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,14,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,15,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,16,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,17,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,18,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,19,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,20,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,21,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,22,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/27/2016,2016,12,27,23,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,0,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,1,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,2,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,3,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,4,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,5,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,6,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,7,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,8,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,9,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,10,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,11,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,12,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,13,-999,-999,-999,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,14,-999,-999,-999,33.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,15,89,2,30.3,28,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,16,88,2,29.6,28.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,17,100,2,35.2,43.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,18,117,3,42.2,49.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,19,148,3,54.6,65.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,20,162,4,76.7,85.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,21,161,4,75.4,98.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,22,161,4,74,102.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/28/2016,2016,12,28,23,160,4,72.9,119.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,0,159,4,71.5,70.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,1,159,4,70.4,69.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,2,158,4,69.4,83,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,3,158,4,69.7,86.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,4,159,4,70.6,121,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,5,160,4,72.4,121.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,6,160,4,73.7,97.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,7,161,4,74.7,78,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,8,161,4,75,51.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,9,161,4,75.8,48.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,10,163,4,78,51.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,11,164,4,81.1,41.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,12,163,4,78.8,46,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,13,163,4,78.6,46.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,14,163,4,77.9,41.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,15,162,4,76.7,47.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,16,162,4,76.1,73.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,17,161,4,74.4,72,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,18,160,4,73.7,73.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,19,162,4,76.6,74,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,20,163,4,79.7,104.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,21,165,4,83.4,151,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,22,167,4,87,176.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/29/2016,2016,12,29,23,168,4,89,65,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,0,169,4,91.1,64.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,1,170,4,91.9,53,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,2,170,4,92.8,55.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,3,171,4,93.7,70.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,4,171,4,93.9,80.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,5,170,4,92.7,105.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,6,170,4,91.7,165.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,7,169,4,90.4,153.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,8,169,4,89.9,140.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,9,169,4,89.6,133.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,10,168,4,89.2,99.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,11,168,4,88.8,92,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,12,171,4,93.3,66,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,13,172,4,95.7,67.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,14,172,4,96.9,62.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,15,173,4,97.7,52.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,16,173,4,98.8,46,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,17,174,4,99.1,45.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,18,173,4,98.2,44.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,19,174,4,99.6,61.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,20,175,4,102.5,96.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,21,177,4,105.2,142.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,22,177,4,106.2,166.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/30/2016,2016,12,30,23,178,4,108.2,172.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/31/2016,2016,12,31,0,179,4,110,123.5,UG/M3,1 Hr,Valid
