Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,1,114,3,40.8,34.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,2,113,3,40.3,27.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,3,113,3,40.2,30.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,4,113,3,40.5,27.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,5,114,3,40.7,73.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,6,115,3,41.1,41.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,7,116,3,41.6,60.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,8,116,3,41.6,35.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,9,115,3,41.3,30.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,10,118,3,42.3,25,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,11,123,3,44.5,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,12,130,3,47.1,30.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,13,133,3,48.5,33,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,14,136,3,49.6,34.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,15,138,3,50.7,37,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,16,146,3,53.9,39.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,17,152,4,57.5,44.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,18,153,4,58.6,54.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,19,154,4,60.6,58.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,20,154,4,60.9,66.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,21,154,4,61.9,81.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,22,155,4,63.2,98.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/1/2016,2016,12,1,23,156,4,65.3,105.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,0,156,4,65.8,68.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,1,157,4,66.3,60.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,2,157,4,66.5,53.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,3,157,4,66.9,108.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,4,158,4,68.2,113.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,5,158,4,69.6,101.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,6,158,4,69.5,87.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,7,158,4,69.6,69.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,8,158,4,69.9,59,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,9,159,4,70.7,61.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,10,160,4,72,76.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,11,160,4,72.4,38.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,12,160,4,72.4,41.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,13,161,4,74.4,37.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,14,163,4,78.5,44.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,15,166,4,84.2,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,16,168,4,88.7,-999,UG/M3,1 Hr,Missing
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,17,171,4,94.2,43.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,18,172,4,96.7,55.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,19,172,4,96.9,64.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,20,173,4,98.1,83.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,21,173,4,98.6,110.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,22,174,4,100.1,107,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/2/2016,2016,12,2,23,175,4,102.6,107.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,0,177,4,106.5,112.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,1,179,4,108.9,149.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,2,180,4,111.3,178.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,3,181,4,112.9,207.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,4,180,4,111,236.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,5,179,4,109,156.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,6,179,4,110.2,91.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,7,181,4,112.8,95.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,8,182,4,115.5,71.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,9,183,4,117.6,93.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,10,184,4,119.7,132.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,11,185,4,122.2,123.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,12,186,4,123.5,93.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,13,187,4,125.5,90.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,14,187,4,126,79.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,15,187,4,125.9,68.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,16,187,4,125.5,62.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,17,186,4,123.5,73.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,18,187,4,125.3,117.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,19,190,4,131.2,129.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,20,193,4,137.1,133,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,21,195,4,140.2,163.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,22,195,4,141.6,165,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/3/2016,2016,12,3,23,195,4,141,138.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,0,195,4,140,160.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,1,194,4,139.2,163.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,2,194,4,138.3,176.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,3,193,4,137.5,195.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,4,193,4,136.9,189.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,5,193,4,137.8,200.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,6,194,4,138.8,233.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,7,194,4,138.3,234.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,8,193,4,137.3,147.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,9,193,4,136.7,125.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,10,192,4,135.6,118.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,11,192,4,135.3,100.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,12,193,4,136.4,75.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,13,193,4,137,67.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,14,193,4,136.9,61.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,15,193,4,136.6,54,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,16,191,4,133.6,84.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,17,190,4,130.8,97.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,18,188,4,127.6,105,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,19,186,4,123.3,105.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,20,184,4,118.9,117.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,21,184,4,119.9,138.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,22,186,4,123.8,156.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/4/2016,2016,12,4,23,188,4,126.8,166.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,0,190,4,130.1,174.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,1,192,4,135,159.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,2,195,4,140.1,169.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,3,197,4,144.1,125.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,4,198,4,147.3,122,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,5,199,4,148.6,122.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,6,199,4,149.2,129,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,7,199,4,149.3,131.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,8,200,4,149.7,170.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,9,200,4,149.9,218,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,10,199,4,149.4,191.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,11,199,4,148.6,179.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,12,199,4,148.3,192,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,13,198,4,147,190.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,14,198,4,146.6,158,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,15,197,4,143.8,131.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,16,195,4,141.1,115.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,17,194,4,138.3,109.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,18,193,4,137.1,107.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,19,192,4,135.6,116.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,20,191,4,133,122.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,21,189,4,128.5,126.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,22,185,4,121.9,138.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/5/2016,2016,12,5,23,183,4,116.6,157.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,0,180,4,111.1,144.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,1,176,4,104.8,149.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,2,173,4,98.4,102.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,3,171,4,93.4,60.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,4,169,4,89.4,55.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,5,167,4,86.5,93,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,6,165,4,83.5,93.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,7,164,4,81.3,69.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,8,163,4,79,60.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,9,162,4,76.4,60.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,10,160,4,73.8,65.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,11,159,4,71,46.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,12,157,4,67.3,40.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,13,155,4,63.7,37,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,14,153,4,60,38.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,15,155,4,63.8,35.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,16,157,4,67.7,44.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,17,158,4,68.5,39.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,18,160,4,72.7,54.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,19,160,4,72.7,60,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,20,161,4,74.3,61,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,21,162,4,76,63.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,22,162,4,77.2,71.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/6/2016,2016,12,6,23,162,4,77.2,68.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,0,162,4,77.1,57.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,1,162,4,77.7,59.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,2,163,4,78.3,193.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,3,163,4,78.6,154.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,4,163,4,79.1,73.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,5,163,4,79.2,193.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,6,163,4,79.5,94.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,7,163,4,79.2,106.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,8,163,4,79.3,103.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,9,164,4,79.9,87.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,10,165,4,81.9,66.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,11,165,4,83.5,45.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,12,167,4,86.1,54.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,13,169,4,90.3,50.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,14,172,4,96.2,45.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,15,171,4,94.3,48.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,16,171,4,93.5,46,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,17,172,4,96.9,47.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,18,171,4,93.3,45.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,19,171,4,94.4,62.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,20,171,4,94.1,77.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,21,171,4,93.9,110.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,22,171,4,94.5,109.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/7/2016,2016,12,7,23,172,4,96.2,130.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,0,173,4,98.9,158.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,1,174,4,100,201.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,2,175,4,101.4,148.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,3,175,4,101.8,136.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,4,175,4,101.5,154.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,5,175,4,101.4,106.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,6,175,4,101.6,121.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,7,175,4,101.9,99.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,8,175,4,101.9,98.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,9,175,4,101.9,101.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,10,175,4,101.9,109,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,11,175,4,102,108.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,12,175,4,102.1,83,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,13,175,4,102.2,83,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,14,173,4,97.4,55.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,15,171,4,94.4,42,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,16,170,4,92,43.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,17,168,4,88.9,52,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,18,168,4,87.5,53.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,19,168,4,88.2,62.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,20,171,4,94.5,77.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,21,174,4,99.1,111,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,22,175,4,102.7,112.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/8/2016,2016,12,8,23,177,4,105.6,133,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,0,178,4,107.9,160.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,1,180,4,110.7,86.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,2,181,4,114.1,76.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,3,183,4,118.4,79.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,4,185,4,121.6,78.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,5,186,4,123.8,73.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,6,187,4,125.5,137.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,7,188,4,127.4,252.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,8,189,4,129.8,207.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,9,190,4,131.7,188.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,10,191,4,133.1,178.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,11,191,4,132.4,162.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,12,190,4,130.8,150.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,13,188,4,127.6,163.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,14,188,4,127.1,160.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,15,188,4,127,117.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,16,188,4,126.7,95.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,17,188,4,127.5,94.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,18,189,4,129.1,99.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,19,188,4,127.9,118.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,20,188,4,126.3,124.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,21,187,4,125.7,143.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,22,187,4,125,96.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/9/2016,2016,12,9,23,186,4,124.1,93.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,0,186,4,122.6,83.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,1,185,4,122,74,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,2,185,4,120.6,73.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,3,183,4,118.2,73.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,4,183,4,117,98.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,5,183,4,116.9,109.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,6,183,4,117,108.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,7,183,4,118.2,213.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,8,184,4,119.3,194.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,9,185,4,121.8,171.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,10,186,4,124.2,156.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,11,188,4,128.1,125.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,12,189,4,128.7,136.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,12/10/2016,2016,12,10,13,189,4,129.5,130.1,UG/M3,1 Hr,Valid
