Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,PM2.5 Category
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,2,78.3,163,Unhealthy,86.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,3,85.3,166,Unhealthy,94.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,4,88.7,168,Unhealthy,94.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,5,96.7,172,Unhealthy,104.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,6,114.9,182,Unhealthy,131.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,7,120.7,185,Unhealthy,126.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,8,117.6,183,Unhealthy,114.4,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,9,108.4,178,Unhealthy,99.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,10,107.9,178,Unhealthy,106.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,11,107.2,178,Unhealthy,105.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,12,99.9,174,Unhealthy,87.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,13,80.8,164,Unhealthy,64.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,14,70.2,159,Unhealthy,59.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,15,74.8,161,Unhealthy,79.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,16,70.3,159,Unhealthy,65.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,17,64.5,156,Unhealthy,58.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,18,59.3,153,Unhealthy,54.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,19,58.5,153,Unhealthy,57.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,20,54.7,148,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,21,53.7,146,Unhealthy for Sensitive Groups,52.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,22,48.9,134,Unhealthy for Sensitive Groups,44.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-01,2016,4,1,23,50.4,138,Unhealthy for Sensitive Groups,51.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,0,49.8,136,Unhealthy for Sensitive Groups,48.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,1,47.0,129,Unhealthy for Sensitive Groups,43.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,2,40.5,113,Unhealthy for Sensitive Groups,34.3,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,3,42.8,119,Unhealthy for Sensitive Groups,44.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,4,43.2,120,Unhealthy for Sensitive Groups,43.3,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,5,47.0,129,Unhealthy for Sensitive Groups,52.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,6,45.7,126,Unhealthy for Sensitive Groups,43.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,7,43.7,121,Unhealthy for Sensitive Groups,40.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,8,43.5,121,Unhealthy for Sensitive Groups,43.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,9,45.4,125,Unhealthy for Sensitive Groups,49.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,10,48.2,132,Unhealthy for Sensitive Groups,53.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,11,53.4,145,Unhealthy for Sensitive Groups,59.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,12,50.3,137,Unhealthy for Sensitive Groups,46.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,13,50.0,137,Unhealthy for Sensitive Groups,49.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,14,47.6,131,Unhealthy for Sensitive Groups,42.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,15,45.4,125,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,16,44.2,122,Unhealthy for Sensitive Groups,41.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,17,41.0,115,Unhealthy for Sensitive Groups,36.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,18,35.8,102,Unhealthy for Sensitive Groups,31.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,19,35.8,102,Unhealthy for Sensitive Groups,35.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,20,35.5,101,Unhealthy for Sensitive Groups,35.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,21,36.6,104,Unhealthy for Sensitive Groups,37.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,22,35.8,102,Unhealthy for Sensitive Groups,34.9,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-02,2016,4,2,23,35.3,100,Moderate,34.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,0,35.5,101,Unhealthy for Sensitive Groups,36.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,1,36.7,104,Unhealthy for Sensitive Groups,39.3,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,2,40.8,114,Unhealthy for Sensitive Groups,48.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,3,45.1,125,Unhealthy for Sensitive Groups,51.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,4,49.0,134,Unhealthy for Sensitive Groups,53.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,5,48.3,133,Unhealthy for Sensitive Groups,47.4,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,6,53.5,145,Unhealthy for Sensitive Groups,60.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,7,58.1,152,Unhealthy,63.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,8,62.4,155,Unhealthy,66.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,9,57.8,152,Unhealthy,53.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,10,55.5,151,Unhealthy,53.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,11,56.1,151,Unhealthy,56.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,12,52.8,144,Unhealthy for Sensitive Groups,47.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,13,50.5,138,Unhealthy for Sensitive Groups,44.5,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,14,54.1,147,Unhealthy for Sensitive Groups,61.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,15,58.0,152,Unhealthy,65.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,16,60.2,153,Unhealthy,64.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,17,57.4,152,Unhealthy,51.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,18,51.1,139,Unhealthy for Sensitive Groups,41.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,19,48.8,134,Unhealthy for Sensitive Groups,45.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,20,48.5,133,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,21,48.3,133,Unhealthy for Sensitive Groups,48.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,22,49.6,136,Unhealthy for Sensitive Groups,51.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-03,2016,4,3,23,48.6,133,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,0,48.4,133,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,1,48.5,133,Unhealthy for Sensitive Groups,48.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,2,44.6,123,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,3,43.2,120,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,4,43.8,121,Unhealthy for Sensitive Groups,41.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,5,41.6,116,Unhealthy for Sensitive Groups,37.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,6,41.1,115,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,7,41.4,116,Unhealthy for Sensitive Groups,42.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,8,43.6,121,Unhealthy for Sensitive Groups,49.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,9,48.0,132,Unhealthy for Sensitive Groups,56.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,10,53.3,145,Unhealthy for Sensitive Groups,60.4,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,11,64.1,155,Unhealthy,73.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,12,69.8,158,Unhealthy,75.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,13,63.8,155,Unhealthy,57.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,14,58.7,153,Unhealthy,53.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,15,51.2,140,Unhealthy for Sensitive Groups,43.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,16,42.8,119,Unhealthy for Sensitive Groups,34.4,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,17,44.2,122,Unhealthy for Sensitive Groups,45.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,18,40.3,113,Unhealthy for Sensitive Groups,36.4,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,19,43.9,122,Unhealthy for Sensitive Groups,47.4,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,20,38.3,108,Unhealthy for Sensitive Groups,32.8,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,21,33.1,95,Moderate,27.8,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,22,29.1,87,Moderate,25.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-04,2016,4,4,23,29.0,87,Moderate,29.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,0,30.1,89,Moderate,31.3,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,1,35.0,99,Moderate,39.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,2,35.3,100,Moderate,35.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,3,34.7,99,Moderate,34.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,4,36.2,103,Unhealthy for Sensitive Groups,37.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,5,35.1,99,Moderate,33.8,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,6,33.2,95,Moderate,31.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,7,34.0,97,Moderate,35.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,8,34.4,98,Moderate,35.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,9,36.1,102,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,10,36.6,104,Unhealthy for Sensitive Groups,39.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,11,38.0,107,Unhealthy for Sensitive Groups,41.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,12,37.6,106,Unhealthy for Sensitive Groups,36.3,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,13,40.3,113,Unhealthy for Sensitive Groups,45.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,14,39.3,110,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,15,38.5,108,Unhealthy for Sensitive Groups,36.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,16,36.8,104,Unhealthy for Sensitive Groups,33.2,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,17,37.9,107,Unhealthy for Sensitive Groups,40.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,18,40.6,114,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,19,43.0,119,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,20,44.6,123,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,21,45.7,126,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,22,46.4,128,Unhealthy for Sensitive Groups,47.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-05,2016,4,5,23,45.9,127,Unhealthy for Sensitive Groups,44.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,0,43.7,121,Unhealthy for Sensitive Groups,38.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,1,39.7,111,Unhealthy for Sensitive Groups,32.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,2,38.1,107,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,3,37.4,106,Unhealthy for Sensitive Groups,35.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,4,34.3,98,Moderate,30.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,5,33.4,96,Moderate,32.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,6,32.9,95,Moderate,32.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,7,32.5,94,Moderate,32.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,8,33.0,95,Moderate,34.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,9,33.4,96,Moderate,34.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,10,33.8,97,Moderate,34.7,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,11,32.4,94,Moderate,29.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,12,32.6,94,Moderate,32.9,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,13,32.3,93,Moderate,31.2,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,14,33.7,96,Moderate,38.3,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,15,40.4,113,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,16,44.5,123,Unhealthy for Sensitive Groups,49.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,17,45.9,127,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,18,46.7,129,Unhealthy for Sensitive Groups,47.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,19,45.1,125,Unhealthy for Sensitive Groups,42.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,20,43.7,121,Unhealthy for Sensitive Groups,41.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,21,41.0,115,Unhealthy for Sensitive Groups,37.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,22,40.6,114,Unhealthy for Sensitive Groups,40.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-06,2016,4,6,23,41.6,116,Unhealthy for Sensitive Groups,42.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,0,40.2,113,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,1,40.1,112,Unhealthy for Sensitive Groups,37.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,2,36.6,104,Unhealthy for Sensitive Groups,31.7,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,3,29.6,88,Moderate,24.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,4,27.4,83,Moderate,25.2,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,5,29.1,87,Moderate,30.8,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,6,28.7,86,Moderate,27.9,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,7,28.1,85,Moderate,27.2,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,8,31.1,91,Moderate,35.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,9,34.6,98,Moderate,39.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,10,38.0,107,Unhealthy for Sensitive Groups,42.4,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,11,46.5,128,Unhealthy for Sensitive Groups,54.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,12,53.7,146,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,13,57.8,152,Unhealthy,61.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,14,57.8,152,Unhealthy,57.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,15,56.1,151,Unhealthy,54.4,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,16,61.4,154,Unhealthy,66.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,17,59.1,153,Unhealthy,56.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,18,55.1,149,Unhealthy for Sensitive Groups,51.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,19,56.6,152,Unhealthy,58.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,20,57.5,152,Unhealthy,58.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,21,56.1,151,Unhealthy,53.5,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,22,50.0,137,Unhealthy for Sensitive Groups,40.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-07,2016,4,7,23,41.4,116,Unhealthy for Sensitive Groups,34.1,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-08,2016,4,8,0,39.7,111,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-08,2016,4,8,1,39.8,112,Unhealthy for Sensitive Groups,39.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-08,2016,4,8,2,39.3,110,Unhealthy for Sensitive Groups,38.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-08,2016,4,8,3,35.1,99,Moderate,31.0,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-08,2016,4,8,4,33.9,97,Moderate,32.2,UG/M3,1 Hr,Valid,Moderate
Hanoi,PM2.5 - Principal,2016-04-08,2016,4,8,5,35.7,101,Unhealthy for Sensitive Groups,37.7,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-04-08,2016,4,8,6,34.1,97,Moderate,32.3,UG/M3,1 Hr,Valid,Moderate
