Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,PM2.5 Category
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,3,-999.0,-999,,78.89473684210526,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,4,-999.0,-999,,79.0,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,5,-999.0,-999,,79.10526315789474,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,6,-999.0,-999,,79.21052631578948,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,7,-999.0,-999,,79.3157894736842,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,8,-999.0,-999,,79.42105263157895,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,9,-999.0,-999,,79.52631578947368,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,10,-999.0,-999,,79.63157894736842,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,11,-999.0,-999,,79.73684210526315,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,12,-999.0,-999,,79.84210526315789,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,13,-999.0,-999,,79.94736842105263,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,14,-999.0,-999,,80.05263157894737,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,15,-999.0,-999,,80.15789473684211,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,16,-999.0,-999,,80.26315789473684,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,17,-999.0,-999,,80.36842105263158,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,18,-999.0,-999,,80.47368421052632,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,19,-999.0,-999,,80.57894736842105,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,20,-999.0,-999,,80.6842105263158,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,21,-999.0,-999,,80.78947368421052,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,22,-999.0,-999,,80.89473684210526,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-02,2016,1,2,23,-999.0,-999,,81.0,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,0,-999.0,-999,,81.10526315789474,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,1,-999.0,-999,,81.21052631578948,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,2,-999.0,-999,,81.3157894736842,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,3,-999.0,-999,,81.42105263157895,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,4,-999.0,-999,,81.52631578947368,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,5,-999.0,-999,,81.63157894736842,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,6,-999.0,-999,,81.73684210526315,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,7,-999.0,-999,,81.84210526315789,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,8,-999.0,-999,,81.94736842105263,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,9,-999.0,-999,,82.05263157894737,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,10,-999.0,-999,,82.15789473684211,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,11,-999.0,-999,,82.26315789473684,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,12,-999.0,-999,,82.36842105263158,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,13,-999.0,-999,,82.47368421052632,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,14,-999.0,-999,,82.57894736842105,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,15,-999.0,-999,,82.6842105263158,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,16,-999.0,-999,,82.78947368421052,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,17,-999.0,-999,,82.89473684210526,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,18,-999.0,-999,,83.0,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,19,-999.0,-999,,83.10526315789474,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,20,-999.0,-999,,83.21052631578948,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,21,-999.0,-999,,83.3157894736842,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,22,-999.0,-999,,83.42105263157895,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-03,2016,1,3,23,-999.0,-999,,83.52631578947368,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,0,-999.0,-999,,83.63157894736842,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,1,-999.0,-999,,83.73684210526315,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,2,-999.0,-999,,83.84210526315789,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,3,-999.0,-999,,83.94736842105263,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,4,-999.0,-999,,84.05263157894737,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,5,-999.0,-999,,84.15789473684211,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,6,-999.0,-999,,84.26315789473684,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,7,-999.0,-999,,84.36842105263158,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,8,-999.0,-999,,84.47368421052632,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,9,-999.0,-999,,84.57894736842105,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,10,-999.0,-999,,84.6842105263158,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,11,-999.0,-999,,84.78947368421052,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,12,-999.0,-999,,84.89473684210526,UG/M3,1 Hr,Missing,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,13,-999.0,-999,,85.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,14,87.5,168,Unhealthy,89.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,15,85.9,167,Unhealthy,83.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,16,85.5,166,Unhealthy,84.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,17,78.2,163,Unhealthy,64.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,18,67.1,157,Unhealthy,54.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,19,68.8,158,Unhealthy,71.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,20,78.9,163,Unhealthy,92.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,21,83.8,166,Unhealthy,90.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,22,78.8,163,Unhealthy,71.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-04,2016,1,4,23,72.7,160,Unhealthy,64.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,0,76.6,162,Unhealthy,82.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,1,79.7,163,Unhealthy,84.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,2,84.4,166,Unhealthy,90.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,3,86.3,167,Unhealthy,89.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,4,87.4,167,Unhealthy,88.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,5,87.1,167,Unhealthy,86.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,6,80.7,164,Unhealthy,68.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,7,80.5,164,Unhealthy,79.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,8,80.1,164,Unhealthy,79.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,9,83.0,165,Unhealthy,90.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,10,87.5,168,Unhealthy,96.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,11,90.0,169,Unhealthy,96.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,12,87.6,168,Unhealthy,81.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,13,82.9,165,Unhealthy,72.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,14,80.5,164,Unhealthy,75.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,15,81.8,165,Unhealthy,84.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,16,81.5,164,Unhealthy,80.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,17,81.2,164,Unhealthy,80.4,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,18,89.2,168,Unhealthy,106.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,19,99.0,173,Unhealthy,114.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,20,106.5,177,Unhealthy,117.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,21,123.3,186,Unhealthy,138.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,22,131.1,190,Unhealthy,139.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-05,2016,1,5,23,116.1,182,Unhealthy,99.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,0,107.1,178,Unhealthy,97.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,1,89.2,168,Unhealthy,70.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,2,76.3,162,Unhealthy,63.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,3,68.6,158,Unhealthy,60.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,4,64.1,155,Unhealthy,59.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,5,56.1,151,Unhealthy,48.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,6,56.1,151,Unhealthy,56.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,7,58.5,153,Unhealthy,61.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,8,61.3,154,Unhealthy,64.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,9,64.1,155,Unhealthy,67.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,10,67.2,157,Unhealthy,70.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,11,72.9,160,Unhealthy,78.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,12,84.5,166,Unhealthy,96.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,13,93.1,170,Unhealthy,101.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,14,87.8,168,Unhealthy,82.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,15,79.2,163,Unhealthy,70.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,16,69.9,158,Unhealthy,60.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,17,61.3,154,Unhealthy,52.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,18,58.4,152,Unhealthy,55.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,19,64.4,156,Unhealthy,70.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,20,60.7,154,Unhealthy,56.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,21,57.3,152,Unhealthy,53.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,22,53.6,146,Unhealthy for Sensitive Groups,50.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-06,2016,1,6,23,53.4,145,Unhealthy for Sensitive Groups,53.1,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,0,55.7,151,Unhealthy,58.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,1,56.6,152,Unhealthy,58.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,2,57.0,152,Unhealthy,58.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,3,58.3,152,Unhealthy,61.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,4,58.5,153,Unhealthy,58.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,5,58.1,152,Unhealthy,57.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,6,58.4,152,Unhealthy,59.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,7,58.4,152,Unhealthy,60.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,8,61.3,154,Unhealthy,68.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,9,66.3,157,Unhealthy,74.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,10,85.2,166,Unhealthy,102.6,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,11,117.4,183,Unhealthy,148.8,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,12,129.8,189,Unhealthy,142.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,13,110.6,179,Unhealthy,91.4,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,14,92.9,170,Unhealthy,75.2,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,15,72.4,160,Unhealthy,51.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,16,61.1,154,Unhealthy,49.9,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,17,54.1,147,Unhealthy for Sensitive Groups,47.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,18,54.2,147,Unhealthy for Sensitive Groups,54.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,19,58.1,152,Unhealthy,62.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,20,62.1,154,Unhealthy,66.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,21,64.5,156,Unhealthy,66.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,22,65.2,156,Unhealthy,66.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-07,2016,1,7,23,66.6,157,Unhealthy,67.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,0,66.2,157,Unhealthy,66.0,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,1,66.9,157,Unhealthy,69.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,2,68.5,158,Unhealthy,72.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,3,71.6,159,Unhealthy,75.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,4,72.2,160,Unhealthy,73.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,5,73.3,160,Unhealthy,77.5,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,6,80.0,164,Unhealthy,92.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,7,80.4,164,Unhealthy,83.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,8,79.5,163,Unhealthy,77.1,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,9,80.1,164,Unhealthy,81.3,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,10,83.2,165,Unhealthy,90.4,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,11,80.2,164,Unhealthy,72.9,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,12,77.8,163,Unhealthy,70.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,13,71.9,159,Unhealthy,61.7,UG/M3,1 Hr,Valid,Unhealthy
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,14,63.8,155,Unhealthy,54.6,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,15,53.1,144,Unhealthy for Sensitive Groups,44.8,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,16,46.1,127,Unhealthy for Sensitive Groups,39.2,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,17,45.5,126,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,18,45.8,126,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid,Unhealthy for sensitive
Hanoi,PM2.5 - Principal,2016-01-08,2016,1,8,19,46.5,128,Unhealthy for Sensitive Groups,47.3,UG/M3,1 Hr,Valid,Unhealthy for sensitive
